paper_number,paper_identifier,source_json_file,experimental_record_count,records_with_experiment_level_source_evidence,records_with_paper_level_provenance_only
272,https://doi.org/10.1016/j.est.2025.116154,1-s2.0-S2352152X25008679-main_extracted.json,5,5,0
273,https://doi.org/10.1016/j.est.2025.116358,1-s2.0-S2352152X25010710-main_extracted.json,2,2,0
274,https://doi.org/10.1016/j.est.2025.116548,1-s2.0-S2352152X25012617-main_extracted.json,6,6,0
275,https://doi.org/10.1016/j.est.2025.116748,1-s2.0-S2352152X25014616-main_extracted.json,11,11,0
276,https://doi.org/10.1016/j.est.2025.116852,1-s2.0-S2352152X25015658-main_extracted.json,5,5,0
277,https://doi.org/10.1016/j.est.2025.117220,1-s2.0-S2352152X25019334-main_extracted.json,6,6,0
278,https://doi.org/10.1016/j.est.2025.117272,1-s2.0-S2352152X25019851-main_extracted.json,2,2,0
279,https://doi.org/10.1016/j.est.2025.117520,1-s2.0-S2352152X25022339-main_extracted.json,4,4,0
280,https://doi.org/10.1016/j.est.2025.117848,1-s2.0-S2352152X25025617-main_extracted.json,4,4,0
281,https://doi.org/10.1016/j.est.2025.118105,1-s2.0-S2352152X2502818X-main_extracted.json,1,1,0
282,https://doi.org/10.1016/j.est.2025.118171,1-s2.0-S2352152X25028841-main_extracted.json,4,4,0
283,https://doi.org/10.1016/j.est.2025.118238,1-s2.0-S2352152X25029512-main_extracted.json,13,13,0
284,https://doi.org/10.1016/j.est.2025.118292,1-s2.0-S2352152X25030051-main_extracted.json,6,6,0
285,https://doi.org/10.1016/j.est.2025.118294,1-s2.0-S2352152X25030075-main_extracted.json,1,1,0
286,https://doi.org/10.1016/j.est.2025.118515,1-s2.0-S2352152X25032281-main_extracted.json,5,5,0
287,https://doi.org/10.1016/j.est.2025.118783,1-s2.0-S2352152X25034966-main_extracted.json,8,8,0
288,https://doi.org/10.1016/j.est.2025.118907,1-s2.0-S2352152X25036205-main_extracted.json,16,16,0
289,https://doi.org/10.1016/j.est.2025.119292,1-s2.0-S2352152X25040058-main_extracted.json,5,5,0
290,https://doi.org/10.1016/j.est.2025.119376,1-s2.0-S2352152X25040897-main_extracted.json,2,2,0
291,https://doi.org/10.1016/j.est.2025.119435,1-s2.0-S2352152X25041489-main_extracted.json,6,6,0
292,https://doi.org/10.1016/j.est.2025.119449,1-s2.0-S2352152X25041623-main_extracted.json,6,6,0
293,https://doi.org/10.1016/j.est.2025.119718,1-s2.0-S2352152X25044329-main_extracted.json,4,4,0
294,https://doi.org/10.1016/j.ensm.2020.10.020,1-s2.0-S2405829720303974-main_extracted.json,8,8,0
295,https://doi.org/10.1016/j.ensm.2021.04.035,1-s2.0-S240582972100177X-main_extracted.json,6,6,0
296,https://doi.org/10.1016/j.ensm.2024.103481,1-s2.0-S2405829724003088-main_extracted.json,5,5,0
297,https://doi.org/10.1016/j.ensm.2024.103790,1-s2.0-S2405829724006160-main_extracted.json,3,3,0
298,https://doi.org/10.1016/j.ensm.2025.104197,1-s2.0-S2405829725001977-main_extracted.json,3,3,0
299,https://doi.org/10.1016/j.ensm.2025.104223,1-s2.0-S2405829725002235-main_extracted.json,11,11,0
